Sample	Name	Time Desc	Time	Time Unit	Donor	CNhs	Time Course	Time Course Id	Species	Series
13546-145H9	293SLAM rinderpest infection	 06hr	360	mins	 biol_rep3	CNhs14412	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13556-146A1	COBL-a rinderpest infection	 06hr	360	mins	 biol_rep1	CNhs14422	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13557-146A2	COBL-a rinderpest infection	 06hr	360	mins	 biol_rep2	CNhs14423	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13558-146A3	COBL-a rinderpest infection	 06hr	360	mins	 biol_rep3	CNhs14424	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13568-146B4	COBL-a rinderpest(-C) infection	 06hr	360	mins	 biol_rep1	CNhs14435	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13569-146B5	COBL-a rinderpest(-C) infection	 06hr	360	mins	 biol_rep2	CNhs14436	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13570-146B6	COBL-a rinderpest(-C) infection	 06hr	360	mins	 biol_rep3	CNhs14437	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
12977-138H7	EBF KO HPCs induced to T cell	 06hr	360	mins	 biol_rep1	CNhs12235	T-cell differentiation	T-cell_differentiation	Mouse	Early response
12993-139A5	EBF KO HPCs induced to T cell	 06hr	360	mins	 biol_rep2	CNhs12986	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13009-139C3	EBF KO HPCs induced to T cell	 06hr	360	mins	 biol_rep3	CNhs13587	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13664-147D1	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 06hr00min	360	mins	 biol_rep1	CNhs14519	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13666-147D3	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 06hr00min	360	mins	 biol_rep3	CNhs14522	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
3647-171G2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 072hr	4320	mins	 biol_rep2	CNhs11550	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3722-172A3	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 072hr	4320	mins	 biol_rep3	CNhs14304	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3585-170H3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 072hr	4320	mins	 biol_rep1	CNhs11482	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3732-172B4	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 072hr	4320	mins	 biol_rep3	CNhs14308	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3605-170A6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 072hr	4320	mins	 biol_rep1	CNhs11505	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3677-171A6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 072hr	4320	mins	 biol_rep2	CNhs11580	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3752-172D6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 072hr	4320	mins	 biol_rep3	CNhs14266	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3595-170I4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 072hr	4320	mins	 biol_rep1	CNhs11492	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3667-171I4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 072hr	4320	mins	 biol_rep2	CNhs11570	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3742-172C5	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 072hr	4320	mins	 biol_rep3	CNhs14257	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3565-170F1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 072hr	4320	mins	 biol_rep1	CNhs11462	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3637-171F1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 072hr	4320	mins	 biol_rep2	CNhs11537	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3712-172I1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 072hr	4320	mins	 biol_rep3	CNhs14300	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
13409-144B7	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 072hr	4320	mins	 biol_rep1	CNhs13780	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13410-144B8	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 072hr	4320	mins	 biol_rep2	CNhs13781	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13411-144B9	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 072hr	4320	mins	 biol_rep3	CNhs13782	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3615-170B7	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 072hr(048h after stimulation)	4320	mins	 biol_rep1	CNhs11515	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3687-171B7	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 072hr(048h after stimulation)	4320	mins	 biol_rep2	CNhs11615	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3980-173H5	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 072hr(048h after stimulation)	4320	mins	 biol_rep4	CNhs14355	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3620-170G7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep1	CNhs11520	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3692-171G7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep2	CNhs11620	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3985-173D6	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep4	CNhs14360	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3630-170H8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep1	CNhs11530	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3702-171H8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep2	CNhs11630	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3995-173E7	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep4	CNhs14370	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3625-170C8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep1	CNhs11525	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3697-171C8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep2	CNhs11625	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3990-173I6	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep4	CNhs14365	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3975-173C5	macrophage, TB infection, non-stimulated BMDM, with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep4	CNhs14350	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3610-170F6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 072hr(048h after stimulation)	4320	mins	 biol_rep1	CNhs11510	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
12274-130B6	Lymphatic Endothelial cells response to VEGFC	 07hr	420	mins	 biol_rep1 (MM XIX - 15)	CNhs13113	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12396-131G2	Lymphatic Endothelial cells response to VEGFC	 07hr	420	mins	 biol_rep2 (MM XIV - 15)	CNhs13172	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12518-133B7	Lymphatic Endothelial cells response to VEGFC	 07hr	420	mins	 biol_rep3 (MM XXII - 15)	CNhs13290	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
13045-139G3	MCF7 breast cancer cell line response to EGF1	 07hr	420	mins	 biol_rep1	CNhs12434	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13111-140E6	MCF7 breast cancer cell line response to EGF1	 07hr	420	mins	 biol_rep2	CNhs12490	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13177-141C9	MCF7 breast cancer cell line response to EGF1	 07hr	420	mins	 biol_rep3	CNhs12752	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13061-139I1	MCF7 breast cancer cell line response to HRG	 07hr	420	mins	 biol_rep1	CNhs12448	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13127-140G4	MCF7 breast cancer cell line response to HRG	 07hr	420	mins	 biol_rep2	CNhs12666	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13193-141E7	MCF7 breast cancer cell line response to HRG	 07hr	420	mins	 biol_rep3	CNhs12767	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13667-147D4	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 07hr00min	420	mins	 biol_rep1	CNhs14523	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13668-147D5	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 07hr00min	420	mins	 biol_rep2	CNhs14524	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13669-147D6	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 07hr00min	420	mins	 biol_rep3	CNhs14525	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13307-142I4	Monocyte-derived macrophages response to udorn influenza infection	 07hr00min	420	mins	 donor1 (868_121:Ud_7h)	CNhs13556	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
13319-143A7	Monocyte-derived macrophages response to udorn influenza infection	 07hr00min	420	mins	 donor2 (150_120:Ud_7h)	CNhs13559	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
13325-143B4	Monocyte-derived macrophages response to udorn influenza infection	 07hr00min	420	mins	 donor3 (536_119:Ud_7h)	CNhs13561	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
13313-143A1	Monocyte-derived macrophages response to udorn influenza infection	 07hr00min	420	mins	 donor4 (227_121:Ud_7h)	CNhs13641	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
13412-144C1	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 084hr	5040	mins	 biol_rep1	CNhs13783	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13413-144C2	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 084hr	5040	mins	 biol_rep2	CNhs13784	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13414-144C3	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 084hr	5040	mins	 biol_rep3	CNhs13786	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
12275-130B7	Lymphatic Endothelial cells response to VEGFC	 08hr	480	mins	 biol_rep1 (MM XIX - 16)	CNhs11937	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12397-131G3	Lymphatic Endothelial cells response to VEGFC	 08hr	480	mins	 biol_rep2 (MM XIV - 16)	CNhs13173	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12519-133B8	Lymphatic Endothelial cells response to VEGFC	 08hr	480	mins	 biol_rep3 (MM XXII - 16)	CNhs13291	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12713-135F4	Monocyte-derived macrophages response to LPS	 08hr	480	mins	 donor1 (t16 Subject1)	CNhs12927	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12811-136H3	Monocyte-derived macrophages response to LPS	 08hr	480	mins	 donor2 (t16 Subject2)	CNhs13395	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12909-138A2	Monocyte-derived macrophages response to LPS	 08hr	480	mins	 donor3 (t16 Subject3)	CNhs13326	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
13112-140E7	MCF7 breast cancer cell line response to EGF1	 08hr	480	mins	 biol_rep2	CNhs12491	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13178-141D1	MCF7 breast cancer cell line response to EGF1	 08hr	480	mins	 biol_rep3	CNhs12753	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13046-139G4	MCF7 breast cancer cell line response to EGF1	 08hr	480	mins	 biol_rep1	CNhs12565	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13062-139I2	MCF7 breast cancer cell line response to HRG	 08hr	480	mins	 biol_rep1	CNhs12740	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13128-140G5	MCF7 breast cancer cell line response to HRG	 08hr	480	mins	 biol_rep2	CNhs12667	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13194-141E8	MCF7 breast cancer cell line response to HRG	 08hr	480	mins	 biol_rep3	CNhs12768	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
12673-135A9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 08hr	480	mins	 biol_rep1 (A1 T11)	CNhs12392	Saos calcification	Saos_calcification	Human	Early response
12771-136C8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 08hr	480	mins	 biol_rep2 (A2 T11)	CNhs12871	Saos calcification	Saos_calcification	Human	Early response
12869-137E7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 08hr	480	mins	 biol_rep3 (A3 T11)	CNhs12885	Saos calcification	Saos_calcification	Human	Early response
12978-138H8	EBF KO HPCs induced to T cell	 08hr	480	mins	 biol_rep1	CNhs12236	T-cell differentiation	T-cell_differentiation	Mouse	Early response
12994-139A6	EBF KO HPCs induced to T cell	 08hr	480	mins	 biol_rep2	CNhs12987	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13010-139C4	EBF KO HPCs induced to T cell	 08hr	480	mins	 biol_rep3	CNhs13588	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13670-147D7	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 08hr00min	480	mins	 biol_rep1	CNhs14526	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13671-147D8	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 08hr00min	480	mins	 biol_rep2	CNhs14527	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13672-147D9	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 08hr00min	480	mins	 biol_rep3	CNhs14528	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13415-144C4	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 096hr	5760	mins	 biol_rep1	CNhs13787	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13416-144C5	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 096hr	5760	mins	 biol_rep2	CNhs13788	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13417-144C6	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 096hr	5760	mins	 biol_rep3	CNhs13789	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
12812-136H4	Monocyte-derived macrophages response to LPS	 10hr	600	mins	 donor2 (t17 Subject2)	CNhs13396	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12910-138A3	Monocyte-derived macrophages response to LPS	 10hr	600	mins	 donor3 (t17 Subject3)	CNhs13327	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12979-138H9	EBF KO HPCs induced to T cell	 10hr	600	mins	 biol_rep1	CNhs12237	T-cell differentiation	T-cell_differentiation	Mouse	Early response
12995-139A7	EBF KO HPCs induced to T cell	 10hr	600	mins	 biol_rep2	CNhs12988	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13011-139C5	EBF KO HPCs induced to T cell	 10hr	600	mins	 biol_rep3	CNhs13589	T-cell differentiation	T-cell_differentiation	Mouse	Early response
3576-170H2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 120hr	7200	mins	 biol_rep1	CNhs11473	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3648-171H2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 120hr	7200	mins	 biol_rep2	CNhs11551	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3723-172B3	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 120hr	7200	mins	 biol_rep3	CNhs14305	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3586-170I3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 120hr	7200	mins	 biol_rep1	CNhs11483	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3658-171I3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 120hr	7200	mins	 biol_rep2	CNhs11561	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3733-172C4	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 120hr	7200	mins	 biol_rep3	CNhs14309	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3606-170B6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 120hr	7200	mins	 biol_rep1	CNhs11506	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3678-171B6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 120hr	7200	mins	 biol_rep2	CNhs11581	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3753-172E6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 120hr	7200	mins	 biol_rep3	CNhs14267	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3596-170A5	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 120hr	7200	mins	 biol_rep1	CNhs11493	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3668-171A5	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 120hr	7200	mins	 biol_rep2	CNhs11571	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3743-172D5	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 120hr	7200	mins	 biol_rep3	CNhs14258	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3566-170G1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 120hr	7200	mins	 biol_rep1	CNhs11463	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3638-171G1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 120hr	7200	mins	 biol_rep2	CNhs11538	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3713-172A2	macrophage, TB infection, non-stimulated BMDM, without Mtb	 120hr	7200	mins	 biol_rep3	CNhs14301	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
13418-144C7	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 120hr	7200	mins	 biol_rep1	CNhs13790	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13419-144C8	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 120hr	7200	mins	 biol_rep2	CNhs13791	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13420-144C9	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 120hr	7200	mins	 biol_rep3	CNhs13792	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3616-170C7	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 120hr(096h after stimulation)	7200	mins	 biol_rep1	CNhs11516	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3688-171C7	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 120hr(096h after stimulation)	7200	mins	 biol_rep2	CNhs11616	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3981-173I5	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 120hr(096h after stimulation)	7200	mins	 biol_rep4	CNhs14356	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3621-170H7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep1	CNhs11521	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3693-171H7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep2	CNhs11621	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3986-173E6	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep4	CNhs14361	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3631-170I8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep1	CNhs11531	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3703-171I8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep2	CNhs11631	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3996-173F7	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep4	CNhs14371	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3626-170D8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep1	CNhs11526	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3991-173A7	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep4	CNhs14366	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3976-173D5	macrophage, TB infection, non-stimulated BMDM, with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep4	CNhs14351	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3611-170G6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep1	CNhs11511	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3683-171G6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 120hr(096h after stimulation)	7200	mins	 biol_rep2	CNhs11586	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3698-171D8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 120hr(096h after stimulaton)	7200	mins	 biol_rep2	CNhs11626	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
13076-140A7	J2E erythroblastic leukemia response to erythropoietin	 12hr	720	mins	 biol_rep1	CNhs12454	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13142-140I1	J2E erythroblastic leukemia response to erythropoietin	 12hr	720	mins	 biol_rep2	CNhs14546	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13208-141G4	J2E erythroblastic leukemia response to erythropoietin	 12hr	720	mins	 biol_rep3	CNhs12783	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
12715-135F6	Monocyte-derived macrophages response to LPS	 12hr	720	mins	 donor1 (t18 Subject1)	CNhs12813	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12813-136H5	Monocyte-derived macrophages response to LPS	 12hr	720	mins	 donor2 (t18 Subject2)	CNhs13397	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12911-138A4	Monocyte-derived macrophages response to LPS	 12hr	720	mins	 donor3 (t18 Subject3)	CNhs13328	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12314-130G1	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 12hr	720	mins	 biol_rep1 (012hA1)	CNhs13121	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12436-132B6	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 12hr	720	mins	 biol_rep2 (012hA2)	CNhs13250	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12558-133G2	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 12hr	720	mins	 biol_rep3 (012hA3)	CNhs13299	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12329-130H7	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 12hr	720	mins	 biol_rep1 (012hB1)	CNhs13136	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12451-132D3	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 12hr	720	mins	 biol_rep2 (012hB2)	CNhs13265	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12573-133H8	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 12hr	720	mins	 biol_rep3 (012hB3)	CNhs13314	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
13547-145I1	293SLAM rinderpest infection	 12hr	720	mins	 biol_rep1	CNhs14413	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13548-145I2	293SLAM rinderpest infection	 12hr	720	mins	 biol_rep2	CNhs14414	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13549-145I3	293SLAM rinderpest infection	 12hr	720	mins	 biol_rep3	CNhs14415	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13559-146A4	COBL-a rinderpest infection	 12hr	720	mins	 biol_rep1	CNhs14425	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13560-146A5	COBL-a rinderpest infection	 12hr	720	mins	 biol_rep2	CNhs14426	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13561-146A6	COBL-a rinderpest infection	 12hr	720	mins	 biol_rep3	CNhs14427	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13571-146B7	COBL-a rinderpest(-C) infection	 12hr	720	mins	 biol_rep1	CNhs14438	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
13572-146B8	COBL-a rinderpest(-C) infection	 12hr	720	mins	 biol_rep2	CNhs14439	Rinderpest infection series	Rinderpest_infection_series	Human	Activation
